NAME,SEX,AGE,POPEST2016_CIV,POPEST2017_CIV,POPEST2018_CIV
"United States",M,0,2021693,1991849,1968505
"United States",M,1,2047521,2031036,2001387
"United States",M,2,2043165,2056328,2040071
"United States",M,3,2035766,2050824,2064235
"United States",M,4,2039084,2042707,2058004
"United States",M,5,2063414,2045608,2049511
"United States",M,6,2057031,2069663,2052229
"United States",M,7,2055836,2063187,2076156
"United States",M,8,2122190,2061858,2069621
"United States",M,9,2134235,2128306,2068473
"United States",M,10,2117162,2140293,2134896
"United States",M,11,2109124,2123122,2146785
"United States",M,12,2111734,2115126,2129623
"United States",M,13,2095866,2118067,2121925
"United States",M,14,2088424,2102906,2125611
"United States",M,15,2143316,2096690,2111626
"United States",M,16,2182224,2152936,2106746
"United States",M,17,2150168,2193251,2164548
"United States",M,18,2143066,2148085,2182873
"United States",M,19,2123375,2126490,2133583
"United States",M,20,2139859,2125843,2131774
"United States",M,21,2187378,2146260,2134603
"United States",M,22,2234912,2199163,2158789
"United States",M,23,2281798,2253538,2218053
"United States",M,24,2342989,2300132,2272167
"United States",M,25,2378071,2359556,2315749
"United States",M,26,2369668,2394112,2375043
"United States",M,27,2277475,2385500,2407890
"United States",M,28,2222560,2291703,2399561
"United States",M,29,2184586,2235794,2303813
"United States",M,30,2191919,2196845,2247149
"United States",M,31,2202614,2203427,2206963
"United States",M,32,2126249,2212654,2212732
"United States",M,33,2154954,2134786,2221332
"United States",M,34,2149981,2162424,2142130
"United States",M,35,2122226,2155115,2167490
"United States",M,36,2171569,2125925,2159293
"United States",M,37,2025847,2174359,2128820
"United States",M,38,1984401,2028738,2177790
"United States",M,39,1959771,1987981,2032842
"United States",M,40,1903932,1962284,1990706
"United States",M,41,1966853,1905563,1964187
"United States",M,42,1897905,1967754,1906271
"United States",M,43,1921161,1898511,1968320
"United States",M,44,2012013,1920626,1897627
"United States",M,45,2125454,2009689,1918640
"United States",M,46,2161176,2121944,2006080
"United States",M,47,2043973,2156521,2117959
"United States",M,48,1999368,2038753,2151353
"United States",M,49,1995839,1993381,2032961
"United States",M,50,2032877,1988082,1986007
"United States",M,51,2151982,2023873,1979454
"United States",M,52,2181486,2141413,2014260
"United States",M,53,2173390,2168862,2129452
"United States",M,54,2163961,2159263,2155155
"United States",M,55,2182561,2148196,2143927
"United States",M,56,2204061,2165527,2131761
"United States",M,57,2117858,2185484,2147586
"United States",M,58,2097853,2098227,2165479
"United States",M,59,2064646,2076638,2077393
"United States",M,60,1981229,2042188,2054373
"United States",M,61,1958581,1958011,2018701
"United States",M,62,1864647,1934158,1933834
"United States",M,63,1786312,1839788,1908630
"United States",M,64,1711093,1760601,1813663
"United States",M,65,1648673,1684992,1734093
"United States",M,66,1608149,1622470,1658451
"United States",M,67,1552195,1580939,1595396
"United States",M,68,1531196,1523933,1552348
"United States",M,69,1590002,1501234,1494525
"United States",M,70,1160428,1556705,1469752
"United States",M,71,1134475,1134416,1522210
"United States",M,72,1093524,1107104,1106964
"United States",M,73,1108568,1064688,1078210
"United States",M,74,953290,1076512,1034136
"United States",M,75,856260,922912,1042460
"United States",M,76,799299,826485,890943
"United States",M,77,743766,768829,795142
"United States",M,78,696684,712433,736686
"United States",M,79,627911,664209,679443
"United States",M,80,585150,595525,630172
"United States",M,81,544430,551854,561875
"United States",M,82,474935,509900,517114
"United States",M,83,443433,441402,474179
"United States",M,84,406835,408807,407026
"United States",M,85,2228376,2279670,2325693
"United States",M,999,158081011,159132543,160140988
"United States",F,0,1933499,1902096,1879703
"United States",F,1,1956073,1942767,1911513
"United States",F,2,1948378,1964497,1951366
"United States",F,3,1946953,1955978,1972327
"United States",F,4,1950233,1953885,1963164
"United States",F,5,1970911,1956677,1960607
"United States",F,6,1973863,1976962,1963030
"United States",F,7,1974558,1979770,1983207
"United States",F,8,2036571,1980392,1986003
"United States",F,9,2043787,2042514,1986805
"United States",F,10,2026910,2049961,2049181
"United States",F,11,2022390,2032680,2056222
"United States",F,12,2027834,2028131,2038862
"United States",F,13,2014473,2034216,2034962
"United States",F,14,2006763,2021292,2041460
"United States",F,15,2056199,2014595,2029592
"United States",F,16,2085676,2065150,2023998
"United States",F,17,2055642,2096288,2076165
"United States",F,18,2057472,2064716,2103518
"United States",F,19,2063986,2064976,2072488
"United States",F,20,2075944,2074455,2076217
"United States",F,21,2118963,2087777,2086919
"United States",F,22,2162594,2133247,2102753
"United States",F,23,2195164,2179255,2150195
"United States",F,24,2263307,2212418,2196888
"United States",F,25,2319434,2280215,2229503
"United States",F,26,2322177,2336199,2297480
"United States",F,27,2234066,2338515,2352605
"United States",F,28,2185996,2248659,2353613
"United States",F,29,2150970,2199248,2262341
"United States",F,30,2162516,2163204,2211846
"United States",F,31,2185777,2172732,2173693
"United States",F,32,2125221,2194503,2181876
"United States",F,33,2160853,2133324,2203078
"United States",F,34,2163944,2168514,2141330
"United States",F,35,2143493,2170218,2175373
"United States",F,36,2176401,2148644,2175965
"United States",F,37,2050164,2181004,2153732
"United States",F,38,2012560,2054703,2186081
"United States",F,39,1997793,2016486,2059151
"United States",F,40,1938368,2000726,2019726
"United States",F,41,1994188,1941047,2003810
"United States",F,42,1939716,1996212,1943335
"United States",F,43,1974225,1940504,1997255
"United States",F,44,2059654,1974566,1941152
"United States",F,45,2178016,2059118,1974501
"United States",F,46,2196213,2176433,2058035
"United States",F,47,2084998,2193996,2174468
"United States",F,48,2043298,2082236,2191210
"United States",F,49,2051065,2039955,2078986
"United States",F,50,2087575,2046709,2035857
"United States",F,51,2214293,2082320,2041874
"United States",F,52,2263310,2208140,2076936
"United States",F,53,2265055,2256250,2201572
"United States",F,54,2262417,2257172,2248656
"United States",F,55,2294393,2253647,2248741
"United States",F,56,2308922,2284797,2244402
"United States",F,57,2239065,2298271,2274501
"United States",F,58,2229177,2227889,2287014
"United States",F,59,2210009,2217369,2216268
"United States",F,60,2136385,2197310,2204782
"United States",F,61,2120375,2123215,2184059
"United States",F,62,2042417,2106550,2109536
"United States",F,63,1967490,2027778,2091591
"United States",F,64,1891309,1951986,2012071
"United States",F,65,1838605,1875168,1935507
"United States",F,66,1793199,1821593,1857985
"United States",F,67,1739519,1775074,1803359
"United States",F,68,1718216,1720249,1755485
"United States",F,69,1787702,1697348,1699744
"United States",F,70,1324761,1763688,1674714
"United States",F,71,1308944,1305683,1738342
"United States",F,72,1275746,1288516,1285319
"United States",F,73,1304254,1253585,1266423
"United States",F,74,1138535,1278786,1229353
"United States",F,75,1043323,1113782,1251144
"United States",F,76,984420,1018201,1087069
"United States",F,77,920274,958012,991039
"United States",F,78,882037,892871,929716
"United States",F,79,811691,852794,863424
"United States",F,80,772920,781570,821411
"United States",F,81,740040,741083,749613
"United States",F,82,659951,705866,707051
"United States",F,83,635627,625642,669490
"United States",F,84,602054,598649,589377
"United States",F,85,4154587,4190744,4218810
"United States",F,999,163787846,164823963,165839525
Alabama,M,0,29878,29432,29011
Alabama,M,1,30139,29971,29521
Alabama,M,2,29990,30241,30171
Alabama,M,3,29516,30058,30399
Alabama,M,4,29923,29635,30162
Alabama,M,5,30576,30016,29676
Alabama,M,6,30297,30676,30122
Alabama,M,7,30696,30372,30781
Alabama,M,8,31648,30724,30584
Alabama,M,9,31747,31763,30904
Alabama,M,10,31318,31856,31887
Alabama,M,11,31282,31464,31987
Alabama,M,12,31332,31379,31518
Alabama,M,13,31095,31345,31419
Alabama,M,14,31277,31250,31466
Alabama,M,15,33006,31309,31301
Alabama,M,16,33365,33014,31338
Alabama,M,17,32665,33285,32913
Alabama,M,18,31771,31734,32078
Alabama,M,19,31568,31573,31401
Alabama,M,20,31530,31455,31635
Alabama,M,21,32495,31840,31779
Alabama,M,22,33972,32750,32077
Alabama,M,23,34780,33885,32590
Alabama,M,24,35088,34132,33253
Alabama,M,25,35371,34214,33388
Alabama,M,26,34846,34749,33720
Alabama,M,27,32404,34210,34249
Alabama,M,28,30510,32072,33969
Alabama,M,29,29659,30195,31843
Alabama,M,30,29079,29423,30119
Alabama,M,31,29674,28994,29376
Alabama,M,32,28492,29420,28758
Alabama,M,33,29214,28332,29375
Alabama,M,34,29617,29090,28332
Alabama,M,35,29558,29397,28953
Alabama,M,36,30559,29491,29344
Alabama,M,37,28203,30389,29297
Alabama,M,38,28001,28073,30385
Alabama,M,39,27988,27850,27972
Alabama,M,40,26719,27753,27779
Alabama,M,41,28275,26791,27821
Alabama,M,42,27579,28106,26586
Alabama,M,43,28520,27714,28146
Alabama,M,44,30223,28430,27669
Alabama,M,45,31765,29983,28304
Alabama,M,46,31477,31745,29928
Alabama,M,47,29727,31491,31747
Alabama,M,48,29022,29601,31404
Alabama,M,49,29253,28941,29564
Alabama,M,50,30013,29152,28820
Alabama,M,51,32422,29879,29129
Alabama,M,52,32828,32241,29866
Alabama,M,53,32709,32561,32040
Alabama,M,54,32763,32491,32399
Alabama,M,55,32951,32525,32289
Alabama,M,56,33549,32621,32366
Alabama,M,57,32063,33199,32320
Alabama,M,58,31740,31819,32931
Alabama,M,59,31992,31423,31555
Alabama,M,60,30944,31629,30990
Alabama,M,61,30231,30515,31281
Alabama,M,62,29037,29843,30166
Alabama,M,63,27648,28618,29398
Alabama,M,64,26685,27183,28153
Alabama,M,65,25938,26184,26686
Alabama,M,66,25374,25491,25753
Alabama,M,67,24913,24862,25011
Alabama,M,68,24713,24326,24268
Alabama,M,69,25719,24133,23758
Alabama,M,70,18379,25116,23563
Alabama,M,71,18257,17828,24434
Alabama,M,72,17690,17720,17305
Alabama,M,73,17911,17129,17176
Alabama,M,74,15380,17306,16544
Alabama,M,75,13789,14763,16609
Alabama,M,76,13079,13239,14190
Alabama,M,77,12017,12431,12587
Alabama,M,78,11230,11375,11786
Alabama,M,79,9937,10607,10743
Alabama,M,80,9279,9267,9906
Alabama,M,81,8533,8690,8671
Alabama,M,82,7406,7885,8043
Alabama,M,83,6676,6818,7248
Alabama,M,84,6061,6053,6209
Alabama,M,85,28512,29440,30133
Alabama,M,999,2345057,2347975,2352327
Alabama,F,0,28951,28315,27728
Alabama,F,1,29251,29118,28443
Alabama,F,2,28881,29425,29257
Alabama,F,3,28483,28992,29473
Alabama,F,4,29055,28503,29038
Alabama,F,5,28825,29131,28545
Alabama,F,6,29269,28894,29137
Alabama,F,7,29507,29366,29030
Alabama,F,8,30816,29581,29421
Alabama,F,9,30496,30779,29700
Alabama,F,10,30104,30573,30972
Alabama,F,11,29867,30160,30781
Alabama,F,12,29926,29919,30264
Alabama,F,13,30117,30028,30108
Alabama,F,14,30225,30169,30093
Alabama,F,15,31814,30259,30307
Alabama,F,16,32246,31879,30409
Alabama,F,17,31723,32329,31954
Alabama,F,18,30994,31072,31624
Alabama,F,19,31121,31265,31288
Alabama,F,20,31677,31751,31969
Alabama,F,21,32705,32024,32091
Alabama,F,22,33596,32719,31994
Alabama,F,23,33503,33330,32393
Alabama,F,24,34616,33091,32726
Alabama,F,25,36136,34282,32518
Alabama,F,26,35368,35700,33893
Alabama,F,27,33321,35377,35514
Alabama,F,28,31762,33126,35138
Alabama,F,29,30797,31733,33196
Alabama,F,30,30919,30711,31644
Alabama,F,31,31226,30775,30587
Alabama,F,32,30596,31255,30841
Alabama,F,33,30996,30677,31408
Alabama,F,34,31122,30876,30633
Alabama,F,35,31306,31204,31010
Alabama,F,36,32033,31377,31282
Alabama,F,37,30275,31908,31284
Alabama,F,38,30177,30390,32071
Alabama,F,39,30175,30153,30354
Alabama,F,40,28911,30152,30133
Alabama,F,41,30049,28965,30199
Alabama,F,42,29476,30006,28888
Alabama,F,43,30573,29576,30040
Alabama,F,44,32004,30560,29563
Alabama,F,45,33729,31892,30564
Alabama,F,46,33174,33739,31937
Alabama,F,47,31217,33312,33885
Alabama,F,48,30677,31245,33383
Alabama,F,49,30799,30745,31313
Alabama,F,50,31837,30705,30640
Alabama,F,51,34233,31801,30670
Alabama,F,52,34905,34179,31765
Alabama,F,53,34732,34782,34028
Alabama,F,54,35208,34687,34734
Alabama,F,55,35387,35059,34580
Alabama,F,56,35942,35415,35047
Alabama,F,57,34806,35792,35294
Alabama,F,58,34946,34672,35668
Alabama,F,59,35012,34859,34644
Alabama,F,60,33807,34787,34722
Alabama,F,61,33733,33689,34691
Alabama,F,62,32650,33442,33496
Alabama,F,63,31339,32434,33222
Alabama,F,64,30240,31071,32242
Alabama,F,65,29201,29985,30777
Alabama,F,66,29066,28937,29716
Alabama,F,67,28605,28745,28639
Alabama,F,68,28306,28195,28346
Alabama,F,69,29394,27929,27845
Alabama,F,70,21750,28955,27501
Alabama,F,71,21716,21340,28453
Alabama,F,72,21255,21296,20926
Alabama,F,73,21855,20694,20777
Alabama,F,74,18689,21358,20243
Alabama,F,75,17215,18211,20811
Alabama,F,76,16744,16729,17718
Alabama,F,77,15763,16199,16184
Alabama,F,78,15282,15274,15703
Alabama,F,79,13553,14518,14527
Alabama,F,80,13055,12963,13950
Alabama,F,81,12374,12442,12357
Alabama,F,82,10893,11619,11680
Alabama,F,83,10047,10163,10869
Alabama,F,84,9525,9389,9517
Alabama,F,85,58855,59424,59732
Alabama,F,999,2506506,2514147,2521737
Alaska,M,0,5752,5659,5450
Alaska,M,1,5573,5620,5506
Alaska,M,2,5556,5403,5454
Alaska,M,3,5657,5448,5292
Alaska,M,4,5453,5580,5380
Alaska,M,5,5681,5379,5452
Alaska,M,6,5349,5559,5283
Alaska,M,7,5425,5288,5499
Alaska,M,8,5427,5380,5267
Alaska,M,9,5317,5377,5297
Alaska,M,10,5245,5252,5340
Alaska,M,11,5094,5190,5253
Alaska,M,12,5045,5072,5119
Alaska,M,13,5020,4992,5022
Alaska,M,14,5006,4945,4906
Alaska,M,15,5086,4960,4880
Alaska,M,16,5195,5026,4864
Alaska,M,17,5175,5180,5028
Alaska,M,18,4581,4718,4760
Alaska,M,19,3924,3876,4070
Alaska,M,20,4757,4505,4448
Alaska,M,21,5046,4971,4885
Alaska,M,22,5398,5039,5096
Alaska,M,23,5631,5243,5223
Alaska,M,24,5998,5545,5336
Alaska,M,25,6234,5867,5605
Alaska,M,26,5981,6129,5842
Alaska,M,27,5737,5845,6122
Alaska,M,28,5630,5595,5859
Alaska,M,29,5514,5616,5627
Alaska,M,30,5766,5516,5543
Alaska,M,31,5605,5671,5450
Alaska,M,32,5307,5502,5532
Alaska,M,33,5537,5282,5521
Alaska,M,34,5174,5408,5202
Alaska,M,35,5134,5236,5421
Alaska,M,36,5031,4971,5125
Alaska,M,37,4591,4980,4965
Alaska,M,38,4447,4554,4933
Alaska,M,39,4412,4448,4517
Alaska,M,40,4211,4402,4482
Alaska,M,41,4445,4200,4408
Alaska,M,42,4133,4382,4177
Alaska,M,43,4151,4071,4327
Alaska,M,44,4510,4200,4132
Alaska,M,45,4675,4437,4142
Alaska,M,46,4851,4643,4406
Alaska,M,47,4585,4784,4568
Alaska,M,48,4483,4537,4717
Alaska,M,49,4512,4456,4513
Alaska,M,50,4669,4483,4401
Alaska,M,51,4986,4596,4399
Alaska,M,52,5220,4920,4534
Alaska,M,53,5251,5096,4797
Alaska,M,54,5249,5208,4988
Alaska,M,55,5380,5192,5123
Alaska,M,56,5581,5219,5007
Alaska,M,57,5148,5499,5129
Alaska,M,58,5185,5019,5331
Alaska,M,59,5073,5035,4892
Alaska,M,60,4779,4957,4940
Alaska,M,61,4928,4581,4772
Alaska,M,62,4736,4748,4434
Alaska,M,63,4380,4537,4578
Alaska,M,64,4050,4206,4389
Alaska,M,65,3758,3914,4058
Alaska,M,66,3718,3652,3806
Alaska,M,67,3459,3613,3540
Alaska,M,68,3224,3328,3475
Alaska,M,69,3147,3126,3227
Alaska,M,70,2269,3044,3035
Alaska,M,71,2237,2168,2928
Alaska,M,72,2103,2157,2090
Alaska,M,73,2018,2030,2084
Alaska,M,74,1678,1937,1951
Alaska,M,75,1501,1591,1850
Alaska,M,76,1308,1450,1531
Alaska,M,77,1103,1243,1381
Alaska,M,78,1030,1044,1184
Alaska,M,79,909,966,987
Alaska,M,80,778,856,917
Alaska,M,81,709,726,802
Alaska,M,82,621,642,657
Alaska,M,83,529,593,605
Alaska,M,84,476,475,540
Alaska,M,85,2414,2510,2594
Alaska,M,999,369651,368300,368202
Alaska,F,0,5468,5296,5215
Alaska,F,1,5460,5307,5116
Alaska,F,2,5355,5346,5195
Alaska,F,3,5308,5300,5290
Alaska,F,4,5253,5210,5217
Alaska,F,5,5197,5170,5099
Alaska,F,6,5197,5120,5095
Alaska,F,7,4929,5164,5082
Alaska,F,8,5025,4884,5136
Alaska,F,9,5002,4971,4846
Alaska,F,10,4803,4961,4905
Alaska,F,11,4932,4763,4883
Alaska,F,12,4844,4926,4672
Alaska,F,13,4810,4818,4899
Alaska,F,14,4765,4782,4760
Alaska,F,15,4782,4705,4756
Alaska,F,16,4861,4729,4673
Alaska,F,17,4763,4846,4685
Alaska,F,18,4184,4109,4189
Alaska,F,19,3672,3632,3532
Alaska,F,20,3945,3927,3873
Alaska,F,21,4268,4052,4055
Alaska,F,22,4721,4456,4195
Alaska,F,23,4918,4893,4653
Alaska,F,24,5537,4953,4941
Alaska,F,25,5813,5630,5068
Alaska,F,26,5892,5831,5680
Alaska,F,27,5637,5857,5723
Alaska,F,28,5564,5511,5829
Alaska,F,29,5337,5554,5483
Alaska,F,30,5546,5254,5497
Alaska,F,31,5539,5439,5179
Alaska,F,32,5242,5517,5345
Alaska,F,33,5292,5214,5473
Alaska,F,34,5116,5234,5126
Alaska,F,35,5018,5067,5234
Alaska,F,36,4934,4947,4993
Alaska,F,37,4433,4881,4894
Alaska,F,38,4406,4420,4823
Alaska,F,39,4362,4398,4415
Alaska,F,40,4081,4315,4316
Alaska,F,41,4119,4030,4272
Alaska,F,42,3916,4069,3933
Alaska,F,43,4005,3844,4026
Alaska,F,44,4078,3945,3797
Alaska,F,45,4390,4084,3929
Alaska,F,46,4577,4340,4010
Alaska,F,47,4138,4504,4282
Alaska,F,48,4052,4083,4448
Alaska,F,49,4171,4034,4041
Alaska,F,50,4282,4076,3965
Alaska,F,51,4610,4237,4054
Alaska,F,52,4708,4563,4196
Alaska,F,53,4847,4678,4504
Alaska,F,54,4919,4727,4571
Alaska,F,55,4969,4869,4671
Alaska,F,56,4965,4866,4769
Alaska,F,57,4879,4931,4821
Alaska,F,58,4765,4756,4802
Alaska,F,59,4825,4638,4659
Alaska,F,60,4707,4766,4567
Alaska,F,61,4709,4585,4644
Alaska,F,62,4321,4598,4465
Alaska,F,63,4059,4188,4483
Alaska,F,64,3817,3962,4083
Alaska,F,65,3482,3718,3871
Alaska,F,66,3360,3430,3654
Alaska,F,67,3094,3259,3321
Alaska,F,68,2896,3033,3186
Alaska,F,69,2903,2812,2940
Alaska,F,70,2180,2811,2732
Alaska,F,71,2113,2119,2744
Alaska,F,72,1967,2067,2060
Alaska,F,73,1825,1903,1998
Alaska,F,74,1634,1771,1855
Alaska,F,75,1490,1583,1716
Alaska,F,76,1302,1452,1541
Alaska,F,77,1146,1266,1401
Alaska,F,78,1086,1110,1225
Alaska,F,79,977,1057,1077
Alaska,F,80,913,948,1021
Alaska,F,81,850,842,873
Alaska,F,82,797,834,821
Alaska,F,83,721,743,787
Alaska,F,84,631,672,687
Alaska,F,85,3911,4084,4259
Alaska,F,999,350317,350276,349801
Arizona,M,0,43562,43018,42759
Arizona,M,1,44952,44005,43639
Arizona,M,2,45224,45421,44611
Arizona,M,3,44906,45613,45851
Arizona,M,4,45147,45224,46100
Arizona,M,5,45202,45512,45596
Arizona,M,6,45049,45447,45946
Arizona,M,7,46046,45421,45847
Arizona,M,8,48065,46382,45972
Arizona,M,9,48362,48443,46835
Arizona,M,10,47974,48660,48871
Arizona,M,11,47625,48357,49174
Arizona,M,12,47231,47859,48644
Arizona,M,13,46017,47542,48232
Arizona,M,14,46122,46182,47972
Arizona,M,15,47297,46335,46396
Arizona,M,16,47974,47820,46917
Arizona,M,17,47277,48619,48503
Arizona,M,18,48221,48214,49805
Arizona,M,19,48253,48404,49456
Arizona,M,20,47853,47735,48788
Arizona,M,21,48908,48773,49290
Arizona,M,22,50150,49723,50012
Arizona,M,23,51170,51321,51233
Arizona,M,24,52197,51445,51733
Arizona,M,25,53397,52785,52528
Arizona,M,26,52801,53942,53519
Arizona,M,27,49673,53364,54636
Arizona,M,28,47843,50113,53832
Arizona,M,29,46731,48655,50880
Arizona,M,30,47281,47501,49371
Arizona,M,31,46852,47532,47696
Arizona,M,32,45621,47457,48143
Arizona,M,33,46237,45783,47827
Arizona,M,34,46392,46708,46372
Arizona,M,35,45636,46622,47138
Arizona,M,36,46923,45931,46923
Arizona,M,37,42940,47226,46196
Arizona,M,38,42140,43440,47628
Arizona,M,39,41786,42354,43775
Arizona,M,40,40857,42114,42589
Arizona,M,41,42278,40907,42379
Arizona,M,42,41126,42628,41286
Arizona,M,43,40533,41218,42901
Arizona,M,44,41861,40859,41479
Arizona,M,45,44012,41878,41068
Arizona,M,46,44315,44194,42045
Arizona,M,47,41999,44569,44523
Arizona,M,48,40480,42092,44833
Arizona,M,49,39384,40584,42380
Arizona,M,50,39886,39661,40825
Arizona,M,51,42181,39866,39738
Arizona,M,52,42362,42435,40156
Arizona,M,53,42379,42455,42551
Arizona,M,54,42301,42570,42596
Arizona,M,55,42537,42441,42740
Arizona,M,56,43083,42836,42884
Arizona,M,57,41019,43234,43170
Arizona,M,58,40693,41224,43580
Arizona,M,59,40070,40897,41501
Arizona,M,60,38591,40393,41179
Arizona,M,61,38713,38888,40814
Arizona,M,62,37431,39111,39397
Arizona,M,63,36382,37842,39647
Arizona,M,64,35572,36680,38227
Arizona,M,65,35272,35924,37211
Arizona,M,66,35550,35561,36282
Arizona,M,67,35358,35856,35919
Arizona,M,68,35956,35600,36138
Arizona,M,69,38358,36051,35703
Arizona,M,70,28380,38574,36281
Arizona,M,71,28018,28370,38572
Arizona,M,72,27838,27972,28327
Arizona,M,73,28625,27673,27842
Arizona,M,74,24442,28231,27313
Arizona,M,75,22487,24146,27886
Arizona,M,76,21007,22028,23660
Arizona,M,77,19710,20598,21602
Arizona,M,78,18595,19202,20064
Arizona,M,79,16733,17970,18603
Arizona,M,80,15474,16166,17343
Arizona,M,81,14136,14755,15391
Arizona,M,82,12305,13383,13991
Arizona,M,83,11409,11490,12506
Arizona,M,84,10484,10702,10759
Arizona,M,85,53528,55969,58181
Arizona,M,999,3436747,3488685,3548708
Arizona,F,0,41511,40763,40794
Arizona,F,1,42964,41979,41567
Arizona,F,2,42825,43530,42607
Arizona,F,3,43291,43294,44126
Arizona,F,4,42952,43622,43882
Arizona,F,5,43916,43241,43990
Arizona,F,6,43547,44209,43750
Arizona,F,7,44346,43854,44619
Arizona,F,8,46357,44653,44203
Arizona,F,9,46544,46645,44968
Arizona,F,10,45819,46874,47114
Arizona,F,11,45576,46223,47266
Arizona,F,12,45598,46031,46619
Arizona,F,13,44481,45821,46429
Arizona,F,14,44738,44680,46100
Arizona,F,15,45695,44972,44814
Arizona,F,16,46336,46015,45347
Arizona,F,17,45515,46788,46587
Arizona,F,18,45673,46233,47979
Arizona,F,19,45046,45068,46677
Arizona,F,20,44555,44929,45772
Arizona,F,21,45418,45367,46329
Arizona,F,22,46414,46275,46542
Arizona,F,23,47883,47852,48134
Arizona,F,24,49441,48126,48363
Arizona,F,25,50346,49706,48750
Arizona,F,26,49517,50577,50184
Arizona,F,27,46427,49777,51195
Arizona,F,28,44350,46685,50451
Arizona,F,29,43591,45165,47527
Arizona,F,30,44120,44089,45773
Arizona,F,31,44326,44557,44591
Arizona,F,32,43400,45062,45311
Arizona,F,33,44317,43532,45478
Arizona,F,34,44740,44660,43951
Arizona,F,35,44430,45127,45123
Arizona,F,36,45224,44828,45503
Arizona,F,37,41997,45447,45189
Arizona,F,38,41542,42578,46048
Arizona,F,39,41678,41805,42925
Arizona,F,40,40630,41946,42199
Arizona,F,41,41943,40700,42079
Arizona,F,42,40915,42447,41167
Arizona,F,43,40524,40971,42641
Arizona,F,44,42032,40945,41572
Arizona,F,45,44360,42288,41204
Arizona,F,46,44557,44753,42760
Arizona,F,47,41650,44679,44982
Arizona,F,48,40608,42055,45227
Arizona,F,49,40199,41107,42585
Arizona,F,50,40425,40567,41360
Arizona,F,51,43271,41003,41091
Arizona,F,52,43988,43516,41212
Arizona,F,53,44096,44371,43933
Arizona,F,54,44053,44481,44966
Arizona,F,55,44903,44458,44898
Arizona,F,56,45428,45376,45047
Arizona,F,57,44531,45944,46088
Arizona,F,58,44598,44913,46512
Arizona,F,59,44432,45188,45612
Arizona,F,60,43339,45007,45901
Arizona,F,61,43224,43952,45682
Arizona,F,62,42781,43849,44561
Arizona,F,63,41833,43447,44684
Arizona,F,64,40912,42507,44095
Arizona,F,65,40463,41463,43107
Arizona,F,66,40438,41123,42161
Arizona,F,67,40038,40797,41517
Arizona,F,68,40312,40320,41086
Arizona,F,69,42751,40590,40605
Arizona,F,70,31822,42936,40756
Arizona,F,71,31865,31807,42918
Arizona,F,72,31304,31865,31798
Arizona,F,73,31917,31124,31690
Arizona,F,74,28127,31729,30936
Arizona,F,75,25588,27883,31474
Arizona,F,76,23993,25198,27460
Arizona,F,77,22056,23646,24808
Arizona,F,78,20528,21506,23044
Arizona,F,79,18588,19954,20893
Arizona,F,80,17406,18019,19351
Arizona,F,81,16292,16787,17374
Arizona,F,82,14188,15645,16103
Arizona,F,83,13661,13416,14789
Arizona,F,84,12501,12952,12712
Arizona,F,85,80233,82130,84094
Arizona,F,999,3489749,3541999,3603311
Arkansas,M,0,19666,19157,18903
Arkansas,M,1,19858,19833,19247
Arkansas,M,2,19544,19955,19831
Arkansas,M,3,19504,19669,20060
Arkansas,M,4,19968,19532,19690
Arkansas,M,5,19586,20036,19547
Arkansas,M,6,19681,19678,20030
Arkansas,M,7,19775,19802,19716
Arkansas,M,8,20577,19783,19763
Arkansas,M,9,20846,20660,19868
Arkansas,M,10,20308,20958,20696
Arkansas,M,11,20328,20310,20982
Arkansas,M,12,20209,20445,20363
Arkansas,M,13,20232,20110,20434
Arkansas,M,14,19800,20241,20164
Arkansas,M,15,20536,19916,20309
Arkansas,M,16,20812,20610,20029
Arkansas,M,17,20337,20824,20691
Arkansas,M,18,19879,19792,20247
Arkansas,M,19,19960,19932,19969
Arkansas,M,20,20509,20606,20645
Arkansas,M,21,20534,20209,20499
Arkansas,M,22,21014,20396,20279
Arkansas,M,23,20565,20348,19882
Arkansas,M,24,21032,20489,20342
Arkansas,M,25,21591,20906,20261
Arkansas,M,26,21081,21339,20593
Arkansas,M,27,19773,21037,21305
Arkansas,M,28,19248,19684,20924
Arkansas,M,29,18696,19312,19782
Arkansas,M,30,18602,18674,19228
Arkansas,M,31,18826,18695,18723
Arkansas,M,32,18816,18767,18761
Arkansas,M,33,19029,18787,18681
Arkansas,M,34,19160,19106,18845
Arkansas,M,35,19266,19160,18972
Arkansas,M,36,19805,19262,19039
Arkansas,M,37,18371,19833,19214
Arkansas,M,38,17936,18332,19771
Arkansas,M,39,17533,17853,18150
Arkansas,M,40,17173,17542,17891
Arkansas,M,41,17841,17142,17478
Arkansas,M,42,17120,17787,17086
Arkansas,M,43,17330,17217,17796
Arkansas,M,44,17922,17095,16951
Arkansas,M,45,18726,17936,17049
Arkansas,M,46,19120,18779,17925
Arkansas,M,47,17843,19112,18710
Arkansas,M,48,17300,17744,19042
Arkansas,M,49,17287,17269,17745
Arkansas,M,50,17659,17207,17175
Arkansas,M,51,19311,17628,17197
Arkansas,M,52,19630,19166,17506
Arkansas,M,53,19890,19687,19226
Arkansas,M,54,19606,19573,19464
Arkansas,M,55,19557,19412,19355
Arkansas,M,56,19842,19519,19423
Arkansas,M,57,19250,19580,19318
Arkansas,M,58,18861,19092,19463
Arkansas,M,59,18597,18640,18954
